id;chan_id;val;dtime
19131371;264;15,8;2020-01-01 00:00:12.140
19131690;264;15,7;2020-01-01 00:15:12.143
19132030;264;15,6;2020-01-01 00:30:12.230
19132344;264;15,5;2020-01-01 00:45:09.740
19132676;264;15,4;2020-01-01 01:00:10.260
19133007;264;15,4;2020-01-01 01:15:12.813
19133252;264;15,3;2020-01-01 01:30:06.843
19133606;264;15,3;2020-01-01 01:45:07.280
19133989;264;15,2;2020-01-01 02:00:12.277
19134258;264;15,1;2020-01-01 02:15:07.240
19134649;264;15,1;2020-01-01 02:30:12.323
19134970;264;15,1;2020-01-01 02:45:09.793
19135304;264;15;2020-01-01 03:00:11.883
19135548;264;15;2020-01-01 03:15:06.820
19135949;264;15;2020-01-01 03:30:09.877
19136297;264;15;2020-01-01 03:45:14.400
19136602;264;15;2020-01-01 04:00:12.407
19136937;264;15;2020-01-01 04:15:12.463
19137219;264;15;2020-01-01 04:30:07.473
19137586;264;7,5;2020-01-01 04:45:09.977
19137914;264;14,9;2020-01-01 05:00:09.510
19138271;264;14,9;2020-01-01 05:15:15.060
19138559;264;14,8;2020-01-01 05:30:09.610
19138868;264;14,8;2020-01-01 05:45:07.563
19139198;264;14,8;2020-01-01 06:00:07.577
19139553;264;14,7;2020-01-01 06:15:12.637
19139905;264;14,6;2020-01-01 06:30:15.110
19140212;264;14,6;2020-01-01 06:45:12.120
19140491;264;14,6;2020-01-01 07:00:07.410
19140859;264;14,6;2020-01-01 07:15:12.473
19141219;264;14,5;2020-01-01 07:30:17.587
19141518;264;14,5;2020-01-01 07:45:10.050
19141837;264;14,4;2020-01-01 08:00:12.087
19142161;264;14,4;2020-01-01 08:15:09.570
19142492;264;14,3;2020-01-01 08:30:10.103
19142826;264;14,3;2020-01-01 08:45:12.130
19143155;264;14,3;2020-01-01 09:00:09.593
19143488;264;14,3;2020-01-01 09:15:12.107
19143836;264;14,3;2020-01-01 09:30:14.693
19144139;264;14,3;2020-01-01 09:45:12.667
19144472;264;14,3;2020-01-01 10:00:12.650
19144791;264;14,3;2020-01-01 10:15:10.123
19145116;264;14,3;2020-01-01 10:30:09.647
19145451;264;14,3;2020-01-01 10:45:12.637
19145760;264;14,3;2020-01-01 11:00:10.100
19146062;264;14,4;2020-01-01 11:15:07.543
19146394;264;14,4;2020-01-01 11:30:07.630
19146726;264;14,4;2020-01-01 11:45:07.653
19147086;264;14,4;2020-01-01 12:00:09.637
19147397;264;14,5;2020-01-01 12:15:07.637
19147782;264;14,5;2020-01-01 12:30:15.260
19148086;264;14,5;2020-01-01 12:45:12.303
19148405;264;14,5;2020-01-01 13:00:12.313
19148720;264;14,6;2020-01-01 13:15:09.790
19149062;264;14,6;2020-01-01 13:30:11.910
19149393;264;14,6;2020-01-01 13:45:11.877
19149660;264;14,6;2020-01-01 14:00:07.327
19150057;264;14,6;2020-01-01 14:15:12.393
19150331;264;14,6;2020-01-01 14:30:07.403
19150643;264;14,6;2020-01-01 14:45:07.323
19150979;264;14,6;2020-01-01 15:00:07.287
19151349;264;14,6;2020-01-01 15:15:09.823
19151716;264;14,6;2020-01-01 15:30:14.397
19152012;264;14,6;2020-01-01 15:45:09.900
19152343;264;14,6;2020-01-01 16:00:10.050
19152597;264;14,6;2020-01-01 16:15:07.053
19153002;264;14,6;2020-01-01 16:30:12.210
19153345;264;14,6;2020-01-01 16:45:17.310
19153640;264;14,6;2020-01-01 17:00:09.730
19153969;264;14,6;2020-01-01 17:15:12.760
19154327;264;14,6;2020-01-01 17:30:14.860
19154604;264;14,6;2020-01-01 17:45:07.787
19154950;264;14,6;2020-01-01 18:00:10.250
19155279;264;14,6;2020-01-01 18:15:10.337
19155583;264;14,6;2020-01-01 18:30:07.780
19155930;264;14,6;2020-01-01 18:45:09.783
19156261;264;14,6;2020-01-01 19:00:10.250
19156587;264;14,6;2020-01-01 19:15:09.733
19156908;264;14,6;2020-01-01 19:30:09.350
19157236;264;14,6;2020-01-01 19:45:09.820
19157555;264;14,6;2020-01-01 20:00:09.803
19157919;264;14,6;2020-01-01 20:15:14.450
19158213;264;14,6;2020-01-01 20:30:12.540
19158541;264;14,6;2020-01-01 20:45:12.580
19158825;264;14,6;2020-01-01 21:00:07.523
19159143;264;14,6;2020-01-01 21:15:07.517
19159517;264;14,6;2020-01-01 21:30:12.650
19159839;264;14,5;2020-01-01 21:45:10.120
19160171;264;14,5;2020-01-01 22:00:12.120
19160493;264;14,5;2020-01-01 22:15:12.133
19160816;264;14,5;2020-01-01 22:30:09.713
19161143;264;14,4;2020-01-01 22:45:10.170
19161476;264;14,4;2020-01-01 23:00:12.190
19161789;264;14,4;2020-01-01 23:15:09.657
19162042;264;14,4;2020-01-01 23:30:06.650
19162452;264;14,3;2020-01-01 23:45:10.187
19162783;264;14,3;2020-01-02 00:00:12.193
19163112;264;14,3;2020-01-02 00:15:12.237
19163402;264;14,3;2020-01-02 00:30:07.277
19163760;264;14,2;2020-01-02 00:45:09.747
19164010;264;14,2;2020-01-02 01:00:06.717
19164403;264;14,2;2020-01-02 01:15:09.467
19164742;264;14,2;2020-01-02 01:30:10.030
19165077;264;14,2;2020-01-02 01:45:12.067
19165399;264;14,2;2020-01-02 02:00:09.503
19165719;264;14,2;2020-01-02 02:15:09.970
19165975;264;14,1;2020-01-02 02:30:07.030
19166377;264;14,2;2020-01-02 02:45:09.530
19166717;264;14,1;2020-01-02 03:00:12.550
19167040;264;14,1;2020-01-02 03:15:12.593
19167367;264;14,1;2020-01-02 03:30:10.123
19167686;264;14,1;2020-01-02 03:45:09.587
19168030;264;14,1;2020-01-02 04:00:12.647
19168356;264;14,1;2020-01-02 04:15:12.690
19168654;264;14,1;2020-01-02 04:30:07.687
19169006;264;14,1;2020-01-02 04:45:10.213
19169339;264;14;2020-01-02 05:00:12.750
19169639;264;14,1;2020-01-02 05:15:07.660
19169992;264;14,1;2020-01-02 05:30:09.720
19170318;264;14,1;2020-01-02 05:45:12.693
19170647;264;14,1;2020-01-02 06:00:12.690
19170979;264;14,1;2020-01-02 06:15:12.700
19171293;264;14,1;2020-01-02 06:30:10.107
19171625;264;14,1;2020-01-02 06:45:12.123
19171952;264;14,1;2020-01-02 07:00:12.110
19172270;264;14,1;2020-01-02 07:15:10.127
19172602;264;14,1;2020-01-02 07:30:09.653
19172922;264;14,1;2020-01-02 07:45:10.120
19173259;264;14,2;2020-01-02 08:00:10.133
19173511;264;14,4;2020-01-02 08:15:06.997
19173874;264;14,8;2020-01-02 08:30:07.593
19174231;264;15,1;2020-01-02 08:45:12.207
19174559;264;15,4;2020-01-02 09:00:09.700
19174883;264;15,7;2020-01-02 09:15:10.160
19175209;264;16;2020-01-02 09:30:09.683
19175524;264;16,3;2020-01-02 09:45:11.750
19175858;264;16,5;2020-01-02 10:00:11.800
19176098;264;16,7;2020-01-02 10:15:06.960
19176495;264;16,9;2020-01-02 10:30:09.583
